,Offense_Count
20772,22
20773,1
20774,66
20775,425
20776,204
20777,6715
20778,853
20779,44
20780,108
20781,705
20782,1186
20783,2017
20784,746
20785,3838
20786,17
20787,243
20788,461
20789,1367
20790,1625
20791,509
20792,204
20793,3
20794,99
20795,315
20796,9
20797,20
20798,1
20799,61
20800,84
20801,2
20802,0
20803,3
20804,88
20805,143
20806,0
20807,0
20808,0
20809,0
20810,0
20811,0
20812,2199
20813,1637
20814,2
20815,168
20816,13
20817,152
20818,4
20819,0
20820,0
20821,0
20822,18
20823,34
20824,78
20825,1616
20826,34
20827,0
20828,5
20829,682
20830,78
20831,2000
20832,638
20833,4630
20834,22
20835,270
20836,388
20837,1749
20838,2614
20839,442
20840,214
20841,13
20842,77
20843,316
20844,12
20845,34
20846,6
20847,35
20848,78
20849,3
20850,0
20851,2
20852,96
20853,190
20854,0
20855,0
20856,0
20857,1
20858,0
20859,0
20860,2615
20861,1993
20862,2
20863,190
20864,7
20865,252
20866,2
20867,0
20868,0
20869,0
20870,21
20871,41
20872,55
20873,1818
20874,31
20875,0
20876,6
20877,628
20878,69
20879,2001
20880,675
20881,5506
20882,26
20883,271
20884,408
20885,2019
20886,2659
20887,725
20888,380
20889,17
20890,146
20891,556
20892,13
20893,41
20894,3
20895,53
20896,107
20897,10
20898,0
20899,10
20900,84
20901,198
20902,0
20903,0
20904,0
20905,0
20906,0
20907,0
20908,3127
20909,1998
20910,3
20911,234
20912,10
20913,291
20914,2
20915,0
20916,0
20917,0
20918,33
20919,64
20920,56
20921,2033
20922,17
20923,0
20924,6
20925,778
20926,70
20927,2002
20928,651
20929,4786
20930,25
20931,247
20932,301
20933,1558
20934,2229
20935,664
20936,300
20937,16
20938,142
20939,480
20940,22
20941,48
20942,2
20943,30
20944,81
20945,1
20946,0
20947,6
20948,63
20949,144
20950,0
20951,0
20952,0
20953,1
20954,0
20955,0
20956,2679
20957,1801
20958,0
20959,212
20960,10
20961,326
20962,2
20963,0
20964,0
20965,0
20966,26
20967,80
20968,62
20969,1922
20970,20
20971,0
20972,12
20973,681
20974,59
20975,2003
20976,4
20977,1
20978,0
20979,0
20980,0
20981,6
20982,4
20983,0
20984,0
20985,0
20986,0
20987,0
20988,0
20989,0
20990,0
20991,0
20992,0
20993,0
20994,0
20995,0
20996,2
20997,1
20998,0
20999,0
21000,0
21001,0
21002,0
21003,0
21004,13
21005,0
21006,0
21007,1
21008,0
21009,0
21010,0
21011,0
21012,0
21013,0
21014,0
21015,0
21016,3
21017,26
21018,0
21019,0
21020,0
21021,9
21022,2
21023,2004
21024,751
21025,5211
21026,53
21027,278
21028,510
21029,2469
21030,3539
21031,1807
21032,1114
21033,41
21034,385
21035,1626
21036,86
21037,73
21038,18
21039,52
21040,160
21041,17
21042,0
21043,18
21044,158
21045,196
21046,0
21047,0
21048,0
21049,2
21050,0
21051,0
21052,3827
21053,3137
21054,1
21055,265
21056,14
21057,359
21058,2
21059,0
21060,0
21061,0
21062,37
21063,57
21064,83
21065,3743
21066,29
21067,0
21068,12
21069,974
21070,127
21071,2005
21072,792
21073,3149
21074,50
21075,344
21076,230
21077,1155
21078,1680
21079,1803
21080,1204
21081,52
21082,312
21083,1639
21084,71
21085,87
21086,8
21087,48
21088,152
21089,9
21090,0
21091,23
21092,106
21093,159
21094,0
21095,0
21096,0
21097,0
21098,0
21099,0
21100,3442
21101,2203
21102,2
21103,264
21104,10
21105,153
21106,6
21107,0
21108,0
21109,0
21110,38
21111,51
21112,90
21113,3907
21114,33
21115,0
21116,4
21117,1159
21118,103
21119,2006
21120,911
21121,5360
21122,64
21123,296
21124,662
21125,2983
21126,4031
21127,1812
21128,1265
21129,46
21130,280
21131,1648
21132,57
21133,85
21134,20
21135,30
21136,152
21137,17
21138,0
21139,30
21140,68
21141,191
21142,0
21143,0
21144,0
21145,0
21146,0
21147,0
21148,3832
21149,5518
21150,3
21151,263
21152,12
21153,292
21154,30
21155,0
21156,0
21157,0
21158,31
21159,54
21160,77
21161,4290
21162,32
21163,0
21164,43
21165,1245
21166,109
21167,2007
21168,783
21169,5773
21170,58
21171,369
21172,534
21173,3095
21174,4508
21175,1632
21176,1216
21177,33
21178,197
21179,1504
21180,58
21181,57
21182,12
21183,40
21184,119
21185,10
21186,0
21187,33
21188,63
21189,174
21190,0
21191,0
21192,0
21193,0
21194,0
21195,0
21196,4040
21197,5566
21198,0
21199,231
21200,12
21201,316
21202,12
21203,0
21204,0
21205,0
21206,25
21207,52
21208,68
21209,4124
21210,34
21211,0
21212,9
21213,1130
21214,123
21215,2008
21216,821
21217,5911
21218,33
21219,263
21220,571
21221,3342
21222,4667
21223,1571
21224,1116
21225,21
21226,244
21227,1437
21228,56
21229,70
21230,5
21231,44
21232,128
21233,9
21234,0
21235,40
21236,61
21237,195
21238,0
21239,0
21240,0
21241,0
21242,0
21243,0
21244,4187
21245,4896
21246,1
21247,247
21248,18
21249,333
21250,1
21251,0
21252,0
21253,0
21254,33
21255,54
21256,61
21257,3946
21258,20
21259,0
21260,12
21261,1042
21262,67
21263,2009
21264,766
21265,5913
21266,29
21267,263
21268,497
21269,3499
21270,4575
21271,1701
21272,1216
21273,29
21274,244
21275,1573
21276,84
21277,71
21278,2
21279,34
21280,123
21281,16
21282,0
21283,35
21284,39
21285,184
21286,0
21287,0
21288,0
21289,0
21290,0
21291,0
21292,3950
21293,4527
21294,2
21295,222
21296,9
21297,373
21298,3
21299,0
21300,0
21301,0
21302,32
21303,63
21304,77
21305,3847
21306,16
21307,0
21308,5
21309,969
21310,90
21311,2010
21312,772
21313,6100
21314,34
21315,239
21316,587
21317,3513
21318,4390
21319,1840
21320,1268
21321,23
21322,254
21323,1655
21324,110
21325,86
21326,23
21327,54
21328,174
21329,11
21330,0
21331,35
21332,45
21333,189
21334,0
21335,0
21336,0
21337,0
21338,0
21339,0
21340,3769
21341,4031
21342,0
21343,164
21344,10
21345,329
21346,5
21347,0
21348,0
21349,0
21350,43
21351,46
21352,65
21353,3620
21354,6
21355,0
21356,4
21357,984
21358,72
21359,2011
21360,819
21361,7302
21362,46
21363,335
21364,517
21365,3584
21366,4636
21367,2159
21368,1441
21369,60
21370,368
21371,1995
21372,126
21373,78
21374,8
21375,54
21376,158
21377,18
21378,0
21379,41
21380,46
21381,147
21382,0
21383,0
21384,0
21385,0
21386,0
21387,0
21388,4136
21389,3990
21390,0
21391,199
21392,9
21393,385
21394,4
21395,0
21396,0
21397,0
21398,54
21399,59
21400,100
21401,4048
21402,28
21403,0
21404,9
21405,1095
21406,94
21407,2012
21408,850
21409,6538
21410,14
21411,317
21412,521
21413,3375
21414,4330
21415,2034
21416,1264
21417,32
21418,425
21419,1811
21420,90
21421,89
21422,11
21423,85
21424,201
21425,16
21426,0
21427,39
21428,61
21429,217
21430,0
21431,0
21432,0
21433,0
21434,0
21435,0
21436,4227
21437,3041
21438,0
21439,206
21440,15
21441,301
21442,7
21443,0
21444,0
21445,0
21446,45
21447,65
21448,84
21449,3591
21450,33
21451,0
21452,32
21453,927
21454,90
21455,2013
21456,834
21457,6116
21458,37
21459,280
21460,412
21461,3091
21462,4471
21463,2209
21464,1383
21465,53
21466,511
21467,2032
21468,85
21469,69
21470,11
21471,67
21472,157
21473,10
21474,0
21475,40
21476,62
21477,271
21478,0
21479,0
21480,0
21481,0
21482,0
21483,0
21484,4381
21485,2124
21486,3
21487,227
21488,13
21489,269
21490,8
21491,0
21492,0
21493,0
21494,51
21495,50
21496,89
21497,3784
21498,36
21499,0
21500,8
21501,857
21502,99
21503,2014
21504,940
21505,6051
21506,26
21507,239
21508,369
21509,2797
21510,4142
21511,2377
21512,1316
21513,56
21514,703
21515,2131
21516,56
21517,69
21518,17
21519,126
21520,229
21521,17
21522,0
21523,55
21524,94
21525,249
21526,0
21527,0
21528,0
21529,2
21530,0
21531,0
21532,4320
21533,1820
21534,5
21535,266
21536,10
21537,228
21538,6
21539,0
21540,0
21541,0
21542,58
21543,53
21544,84
21545,3866
21546,38
21547,0
21548,8
21549,890
21550,97
21551,2015
21552,987
21553,6336
21554,36
21555,332
21556,303
21557,2925
21558,4470
21559,2651
21560,1373
21561,88
21562,829
21563,2371
21564,81
21565,74
21566,31
21567,127
21568,245
21569,13
21570,0
21571,32
21572,112
21573,260
21574,0
21575,0
21576,0
21577,0
21578,0
21579,0
21580,4234
21581,1897
21582,1
21583,298
21584,14
21585,444
21586,3
21587,0
21588,0
21589,0
21590,48
21591,69
21592,124
21593,4102
21594,62
21595,0
21596,21
21597,951
21598,112
21599,2016
21600,1118
21601,6467
21602,37
21603,277
21604,306
21605,2486
21606,4412
21607,2915
21608,1374
21609,123
21610,1038
21611,2610
21612,75
21613,65
21614,39
21615,172
21616,284
21617,8
21618,0
21619,36
21620,109
21621,259
21622,0
21623,0
21624,0
21625,0
21626,0
21627,0
21628,4431
21629,2008
21630,1
21631,255
21632,20
21633,254
21634,9
21635,0
21636,2
21637,7
21638,52
21639,66
21640,104
21641,4412
21642,99
21643,0
21644,10
21645,936
21646,85
21647,2017
21648,16255
21649,118689
21650,448
21651,12298
21652,3
21653,16291
21654,28855
21655,34110
21656,16795
21657,8278
21658,2338
21659,27832
21660,419
21661,2316
21662,3552
21663,329
21664,6274
21665,77
21666,0
21667,2642
21668,3992
21669,35361
21670,219
21671,475
21672,16
21673,710
21674,0
21675,0
21676,35316
21677,22236
21678,54
21679,2288
21680,621
21681,5789
21682,1053
21683,0
21684,0
21685,0
21686,320
21687,3413
21688,1910
21689,54035
21690,6501
21691,0
21692,337
21693,8966
21694,5547
21695,2000
21696,18422
21697,129592
21698,502
21699,15312
21700,26
21701,18775
21702,33880
21703,37849
21704,17377
21705,9177
21706,4367
21707,31375
21708,455
21709,2477
21710,3664
21711,239
21712,6479
21713,99
21714,0
21715,2936
21716,5055
21717,37832
21718,150
21719,269
21720,7
21721,426
21722,0
21723,0
21724,43519
21725,14920
21726,51
21727,2337
21728,957
21729,7411
21730,1566
21731,0
21732,0
21733,0
21734,746
21735,4703
21736,2151
21737,58892
21738,6759
21739,0
21740,162
21741,9836
21742,7222
21743,2001
21744,15835
21745,118141
21746,421
21747,13510
21748,3
21749,16663
21750,57727
21751,35275
21752,17207
21753,8110
21754,3664
21755,29592
21756,611
21757,2302
21758,3081
21759,243
21760,5685
21761,59
21762,0
21763,2249
21764,4101
21765,35438
21766,119
21767,249
21768,10
21769,378
21770,0
21771,0
21772,36267
21773,14969
21774,43
21775,2143
21776,596
21777,7043
21778,1343
21779,0
21780,0
21781,0
21782,665
21783,3920
21784,1848
21785,50486
21786,6208
21787,0
21788,248
21789,8433
21790,6151
21791,2002
21792,13940
21793,114143
21794,351
21795,13671
21796,2
21797,14850
21798,54264
21799,39583
21800,19050
21801,9172
21802,4424
21803,33029
21804,384
21805,2868
21806,3392
21807,243
21808,6554
21809,51
21810,0
21811,1893
21812,3806
21813,32764
21814,148
21815,202
21816,10
21817,360
21818,0
21819,0
21820,38247
21821,13480
21822,40
21823,2231
21824,591
21825,7069
21826,1243
21827,0
21828,0
21829,0
21830,726
21831,4154
21832,1631
21833,49865
21834,6637
21835,0
21836,1491
21837,8153
21838,6568
21839,2003
21840,12319
21841,105803
21842,270
21843,12983
21844,9
21845,13166
21846,49733
21847,31695
21848,16867
21849,8319
21850,2506
21851,28078
21852,386
21853,1209
21854,2108
21855,229
21856,3618
21857,72
21858,0
21859,1700
21860,3413
21861,31484
21862,120
21863,204
21864,0
21865,324
21866,0
21867,0
21868,32799
21869,12117
21870,56
21871,1488
21872,534
21873,8573
21874,689
21875,0
21876,0
21877,0
21878,652
21879,2832
21880,1015
21881,48305
21882,4635
21883,0
21884,5
21885,7429
21886,5588
21887,2004
21888,16453
21889,134441
21890,393
21891,15252
21892,26
21893,18166
21894,28700
21895,38687
21896,17725
21897,10682
21898,2765
21899,31625
21900,453
21901,2623
21902,4092
21903,287
21904,7062
21905,60
21906,0
21907,1934
21908,3403
21909,30301
21910,164
21911,239
21912,18
21913,421
21914,0
21915,0
21916,40699
21917,14547
21918,59
21919,1820
21920,666
21921,7976
21922,1370
21923,0
21924,0
21925,0
21926,720
21927,4093
21928,1597
21929,56351
21930,6367
21931,0
21932,90
21933,9034
21934,7915
21935,2005
21936,13329
21937,125106
21938,373
21939,14842
21940,6
21941,16278
21942,50642
21943,34969
21944,17532
21945,9998
21946,1728
21947,29700
21948,442
21949,2155
21950,2856
21951,183
21952,5269
21953,75
21954,0
21955,1730
21956,3168
21957,24834
21958,161
21959,419
21960,5
21961,585
21962,0
21963,0
21964,36350
21965,16400
21966,61
21967,1669
21968,629
21969,8172
21970,1412
21971,0
21972,0
21973,0
21974,698
21975,3904
21976,1331
21977,52984
21978,5743
21979,0
21980,503
21981,8861
21982,7599
21983,2006
21984,14238
21985,126607
21986,417
21987,15261
21988,2
21989,16454
21990,26928
21991,38343
21992,19418
21993,9860
21994,1693
21995,31888
21996,917
21997,2200
21998,3912
21999,211
22000,6455
22001,132
22002,0
22003,1865
22004,2728
22005,22278
22006,87
22007,68
22008,4
22009,159
22010,0
22011,0
22012,38769
22013,9898
22014,43
22015,1668
22016,622
22017,7258
22018,1492
22019,0
22020,0
22021,0
22022,577
22023,4186
22024,1478
22025,53785
22026,5530
22027,0
22028,382
22029,8594
22030,7644
22031,2007
22032,13390
22033,118692
22034,316
22035,14459
22036,0
22037,14976
22038,49599
22039,36571
22040,20041
22041,7913
22042,1603
22043,30234
22044,678
22045,2440
22046,3552
22047,209
22048,6338
22049,136
22050,0
22051,1723
22052,2396
22053,19035
22054,68
22055,68
22056,2
22057,138
22058,0
22059,0
22060,44112
22061,10778
22062,65
22063,1511
22064,578
22065,6534
22066,1408
22067,0
22068,0
22069,0
22070,520
22071,4364
22072,1362
22073,49545
22074,5263
22075,0
22076,195
22077,7886
22078,7434
22079,2008
22080,13104
22081,111324
22082,283
22083,14315
22084,0
22085,12200
22086,50261
22087,33062
22088,19391
22089,5943
22090,1390
22091,27454
22092,734
22093,2322
22094,2856
22095,259
22096,5610
22097,173
22098,0
22099,1353
22100,2205
22101,17284
22102,52
22103,58
22104,1
22105,111
22106,0
22107,0
22108,42756
22109,8567
22110,58
22111,1191
22112,483
22113,6546
22114,1080
22115,0
22116,0
22117,0
22118,474
22119,3729
22120,1185
22121,48526
22122,4485
22123,0
22124,0
22125,7299
22126,6454
22127,2009
22128,13789
22129,135390
22130,369
22131,15196
22132,0
22133,13958
22134,50907
22135,33170
22136,17847
22137,5424
22138,2630
22139,26627
22140,730
22141,3029
22142,3037
22143,296
22144,6543
22145,182
22146,0
22147,1473
22148,2064
22149,17435
22150,40
22151,41
22152,0
22153,81
22154,0
22155,0
22156,43788
22157,9634
22158,54
22159,1180
22160,552
22161,6577
22162,1145
22163,0
22164,0
22165,0
22166,598
22167,3671
22168,1504
22169,54262
22170,4543
22171,0
22172,279
22173,7407
22174,6727
22175,2010
22176,14702
22177,147622
22178,422
22179,17331
22180,0
22181,16003
22182,53700
22183,42225
22184,23839
22185,6245
22186,3482
22187,34738
22188,1176
22189,3187
22190,3522
22191,466
22192,7487
22193,314
22194,0
22195,1472
22196,2359
22197,18242
22198,65
22199,357
22200,0
22201,422
22202,0
22203,0
22204,52358
22205,29426
22206,57
22207,1430
22208,573
22209,7703
22210,989
22211,0
22212,0
22213,0
22214,563
22215,3900
22216,1686
22217,60169
22218,4785
22219,0
22220,414
22221,8696
22222,7372
22223,2011
22224,14402
22225,143186
22226,378
22227,15983
22228,1
22229,14469
22230,48522
22231,40869
22232,22221
22233,6142
22234,4304
22235,33665
22236,1004
22237,3334
22238,3118
22239,525
22240,7207
22241,229
22242,0
22243,1403
22244,2147
22245,15608
22246,37
22247,159
22248,0
22249,196
22250,0
22251,0
22252,52572
22253,13877
22254,84
22255,1294
22256,577
22257,7764
22258,839
22259,0
22260,0
22261,0
22262,558
22263,3883
22264,1702
22265,56895
22266,4654
22267,0
22268,564
22269,8046
22270,6894
22271,2012
22272,12298
22273,127640
22274,317
22275,14172
22276,0
22277,10611
22278,41285
22279,35487
22280,18167
22281,5384
22282,4259
22283,28811
22284,1001
22285,3180
22286,2673
22287,589
22288,6677
22289,234
22290,0
22291,1291
22292,2114
22293,13753
22294,88
22295,109
22296,0
22297,197
22298,0
22299,0
22300,46788
22301,7880
22302,63
22303,1137
22304,567
22305,7462
22306,715
22307,0
22308,0
22309,0
22310,415
22311,3876
22312,1394
22313,48898
22314,3934
22315,0
22316,269
22317,6583
22318,6121
22319,2013
22320,12538
22321,114457
22322,275
22323,12674
22324,10
22325,8729
22326,39743
22327,34695
22328,20429
22329,5345
22330,2315
22331,29204
22332,1115
22333,2344
22334,2243
22335,687
22336,5491
22337,216
22338,0
22339,1277
22340,1845
22341,12783
22342,52
22343,101
22344,0
22345,153
22346,0
22347,0
22348,46549
22349,4849
22350,46
22351,1099
22352,495
22353,6760
22354,495
22355,0
22356,0
22357,0
22358,401
22359,3330
22360,1216
22361,48327
22362,3842
22363,0
22364,165
22365,6624
22366,6398
22367,2014
22368,10697
22369,97419
22370,237
22371,10627
22372,20
22373,7666
22374,38030
22375,23361
22376,13608
22377,3822
22378,1890
22379,20116
22380,796
22381,1301
22382,1371
22383,421
22384,3248
22385,153
22386,0
22387,1257
22388,1630
22389,10783
22390,49
22391,69
22392,0
22393,118
22394,0
22395,0
22396,40423
22397,3591
22398,53
22399,1032
22400,494
22401,5711
22402,455
22403,0
22404,0
22405,0
22406,350
22407,3257
22408,1128
22409,43409
22410,3745
22411,0
22412,5
22413,5692
22414,5637
22415,2015
22416,11071
22417,97671
22418,248
22419,10719
22420,15
22421,6050
22422,35312
22423,24600
22424,13764
22425,4379
22426,2565
22427,21548
22428,841
22429,1164
22430,1263
22431,416
22432,3052
22433,210
22434,0
22435,1336
22436,1647
22437,10067
22438,57
22439,33
22440,0
22441,90
22442,0
22443,0
22444,38468
22445,3287
22446,61
22447,1156
22448,671
22449,5595
22450,336
22451,0
22452,0
22453,0
22454,355
22455,3476
22456,1094
22457,43510
22458,3930
22459,0
22460,15
22461,5474
22462,5988
22463,2016
22464,10171
22465,88889
22466,225
22467,9487
22468,18
22469,6026
22470,32458
22471,30363
22472,16489
22473,5736
22474,3471
22475,26517
22476,942
22477,1447
22478,1761
22479,488
22480,3866
22481,178
22482,0
22483,1350
22484,1624
22485,8433
22486,35
22487,29
22488,0
22489,64
22490,0
22491,0
22492,31027
22493,2287
22494,39
22495,1338
22496,555
22497,5529
22498,390
22499,0
22500,0
22501,0
22502,280
22503,2909
22504,1015
22505,36835
22506,3940
22507,0
22508,5
22509,4814
22510,6017
22511,2017
22512,126
22513,5371
22514,21
22515,310
22516,352
22517,1560
22518,3634
22519,1361
22520,900
22521,24
22522,159
22523,1114
22524,31
22525,129
22526,17
22527,71
22528,227
22529,10
22530,315
22531,1
22532,147
22533,1928
22534,0
22535,0
22536,0
22537,0
22538,0
22539,0
22540,2312
22541,5816
22542,4
22543,242
22544,1
22545,248
22546,0
22547,0
22548,0
22549,0
22550,34
22551,12
22552,85
22553,1620
22554,99
22555,0
22556,2
22557,697
22558,115
22559,2000
22560,148
22561,4968
22562,51
22563,323
22564,313
22565,1493
22566,3238
22567,1387
22568,923
22569,10
22570,219
22571,1185
22572,33
22573,59
22574,13
22575,100
22576,183
22577,11
22578,290
22579,6
22580,201
22581,1745
22582,0
22583,0
22584,0
22585,3
22586,0
22587,0
22588,2238
22589,6541
22590,1
22591,216
22592,3
22593,240
22594,4
22595,0
22596,0
22597,0
22598,31
22599,17
22600,86
22601,1512
22602,98
22603,0
22604,7
22605,682
22606,116
22607,2001
22608,106
22609,5572
22610,24
22611,279
22612,245
22613,1455
22614,3341
22615,1375
22616,783
22617,23
22618,283
22619,1117
22620,28
22621,76
22622,26
22623,125
22624,243
22625,16
22626,276
22627,4
22628,185
22629,1669
22630,0
22631,0
22632,0
22633,4
22634,0
22635,0
22636,2139
22637,5139
22638,0
22639,213
22640,6
22641,224
22642,0
22643,0
22644,0
22645,0
22646,33
22647,20
22648,80
22649,1474
22650,147
22651,0
22652,2
22653,719
22654,82
22655,2002
22656,123
22657,5614
22658,17
22659,236
22660,339
22661,1573
22662,3846
22663,1659
22664,945
22665,32
22666,311
22667,1327
22668,39
22669,129
22670,19
22671,132
22672,311
22673,31
22674,453
22675,8
22676,199
22677,1596
22678,0
22679,0
22680,0
22681,0
22682,0
22683,0
22684,1848
22685,5761
22686,0
22687,201
22688,5
22689,208
22690,0
22691,0
22692,0
22693,0
22694,36
22695,21
22696,87
22697,1428
22698,134
22699,0
22700,3
22701,591
22702,93
22703,2003
22704,149
22705,6304
22706,19
22707,191
22708,308
22709,1556
22710,4150
22711,1633
22712,922
22713,31
22714,319
22715,1295
22716,23
22717,145
22718,17
22719,135
22720,317
22721,20
22722,549
22723,2
22724,147
22725,1392
22726,0
22727,0
22728,0
22729,0
22730,0
22731,0
22732,1805
22733,5689
22734,0
22735,174
22736,7
22737,211
22738,16
22739,0
22740,0
22741,0
22742,42
22743,16
22744,92
22745,1502
22746,118
22747,0
22748,1
22749,605
22750,152
22751,2004
22752,200
22753,7456
22754,13
22755,224
22756,339
22757,1673
22758,4199
22759,2018
22760,1094
22761,63
22762,460
22763,1675
22764,58
22765,96
22766,31
22767,148
22768,313
22769,38
22770,545
22771,13
22772,155
22773,1189
22774,1
22775,0
22776,0
22777,4
22778,0
22779,0
22780,1870
22781,5877
22782,1
22783,203
22784,7
22785,242
22786,1
22787,0
22788,0
22789,0
22790,35
22791,21
22792,73
22793,1981
22794,137
22795,0
22796,2
22797,580
22798,203
22799,2005
22800,214
22801,6966
22802,30
22803,347
22804,252
22805,1762
22806,4661
22807,1919
22808,1120
22809,68
22810,298
22811,1550
22812,64
22813,110
22814,45
22815,122
22816,346
22817,69
22818,605
22819,27
22820,159
22821,1222
22822,0
22823,0
22824,0
22825,0
22826,0
22827,0
22828,1730
22829,6399
22830,0
22831,206
22832,6
22833,197
22834,2
22835,0
22836,0
22837,0
22838,40
22839,26
22840,80
22841,1952
22842,118
22843,0
22844,0
22845,668
22846,144
22847,2006
22848,260
22849,6597
22850,25
22851,280
22852,319
22853,1608
22854,4208
22855,1891
22856,1218
22857,52
22858,267
22859,1588
22860,51
22861,139
22862,33
22863,95
22864,280
22865,13
22866,713
22867,28
22868,132
22869,908
22870,0
22871,0
22872,0
22873,3
22874,0
22875,0
22876,2157
22877,5808
22878,1
22879,173
22880,12
22881,174
22882,6
22883,0
22884,0
22885,0
22886,39
22887,34
22888,74
22889,2022
22890,140
22891,0
22892,4
22893,631
22894,124
22895,2007
22896,339
22897,6008
22898,24
22899,289
22900,276
22901,1871
22902,3992
22903,1836
22904,1146
22905,38
22906,222
22907,1470
22908,64
22909,172
22910,42
22911,83
22912,320
22913,23
22914,630
22915,36
22916,80
22917,673
22918,0
22919,0
22920,0
22921,1
22922,0
22923,0
22924,2544
22925,5592
22926,0
22927,178
22928,3
22929,166
22930,3
22931,0
22932,0
22933,0
22934,45
22935,25
22936,97
22937,1938
22938,140
22939,0
22940,3
22941,593
22942,167
22943,2008
22944,382
22945,5356
22946,15
22947,347
22948,328
22949,1880
22950,3897
22951,1906
22952,1083
22953,31
22954,311
22955,1480
22956,55
22957,209
22958,39
22959,126
22960,404
22961,30
22962,399
22963,36
22964,112
22965,734
22966,0
22967,0
22968,0
22969,1
22970,0
22971,0
22972,2661
22973,5437
22974,3
22975,176
22976,8
22977,192
22978,4
22979,0
22980,0
22981,0
22982,38
22983,41
22984,106
22985,2049
22986,125
22987,0
22988,4
22989,568
22990,133
22991,2009
22992,363
22993,4928
22994,10
22995,248
22996,268
22997,2228
22998,4151
22999,2005
23000,1146
23001,39
23002,336
23003,1619
23004,98
23005,218
23006,24
23007,81
23008,357
23009,34
23010,295
23011,35
23012,77
23013,561
23014,0
23015,0
23016,0
23017,0
23018,0
23019,0
23020,2485
23021,5235
23022,2
23023,138
23024,8
23025,130
23026,5
23027,0
23028,0
23029,0
23030,42
23031,32
23032,87
23033,1936
23034,147
23035,0
23036,1
23037,485
23038,123
23039,2010
23040,437
23041,5721
23042,13
23043,216
23044,206
23045,1720
23046,4917
23047,2364
23048,1327
23049,49
23050,398
23051,1883
23052,109
23053,180
23054,46
23055,83
23056,361
23057,52
23058,338
23059,43
23060,68
23061,425
23062,0
23063,0
23064,0
23065,0
23066,0
23067,0
23068,2608
23069,4318
23070,0
23071,109
23072,9
23073,123
23074,16
23075,0
23076,0
23077,0
23078,33
23079,23
23080,70
23081,1989
23082,140
23083,0
23084,1
23085,471
23086,139
23087,2011
23088,446
23089,6945
23090,19
23091,230
23092,146
23093,2017
23094,7314
23095,2859
23096,1700
23097,68
23098,599
23099,2492
23100,125
23101,128
23102,33
23103,116
23104,294
23105,17
23106,322
23107,46
23108,62
23109,442
23110,0
23111,0
23112,0
23113,0
23114,0
23115,0
23116,2766
23117,4572
23118,5
23119,160
23120,7
23121,132
23122,35
23123,0
23124,0
23125,0
23126,41
23127,46
23128,91
23129,2317
23130,139
23131,0
23132,4
23133,526
23134,305
23135,2012
23136,513
23137,6417
23138,16
23139,231
23140,88
23141,1860
23142,7121
23143,3390
23144,1948
23145,67
23146,854
23147,2971
23148,102
23149,124
23150,35
23151,178
23152,350
23153,13
23154,338
23155,38
23156,76
23157,390
23158,0
23159,0
23160,0
23161,2
23162,0
23163,0
23164,2607
23165,4009
23166,1
23167,161
23168,9
23169,134
23170,48
23171,0
23172,0
23173,0
23174,36
23175,44
23176,79
23177,2418
23178,143
23179,0
23180,0
23181,464
23182,340
23183,2013
23184,496
23185,6666
23186,15
23187,234
23188,87
23189,1654
23190,6711
23191,4024
23192,2185
23193,121
23194,1026
23195,3465
23196,133
23197,159
23198,53
23199,228
23200,469
23201,29
23202,374
23203,62
23204,104
23205,431
23206,0
23207,0
23208,0
23209,0
23210,0
23211,0
23212,2729
23213,3550
23214,6
23215,198
23216,18
23217,108
23218,47
23219,0
23220,0
23221,0
23222,56
23223,56
23224,70
23225,2364
23226,156
23227,0
23228,2
23229,440
23230,359
23231,2014
23232,608
23233,7596
23234,19
23235,310
23236,105
23237,2062
23238,6562
23239,4666
23240,2333
23241,178
23242,1327
23243,4060
23244,222
23245,146
23246,79
23247,251
23248,522
23249,46
23250,907
23251,49
23252,129
23253,338
23254,0
23255,0
23256,0
23257,3
23258,0
23259,0
23260,3185
23261,3149
23262,4
23263,229
23264,19
23265,307
23266,47
23267,0
23268,0
23269,0
23270,44
23271,49
23272,121
23273,2777
23274,288
23275,4
23276,1
23277,503
23278,412
23279,2015
23280,758
23281,11059
23282,172
23283,335
23284,124
23285,2647
23286,6339
23287,5736
23288,2611
23289,301
23290,1635
23291,5048
23292,501
23293,156
23294,93
23295,285
23296,605
23297,71
23298,698
23299,60
23300,132
23301,366
23302,0
23303,0
23304,0
23305,0
23306,0
23307,0
23308,3014
23309,3167
23310,8
23311,277
23312,14
23313,827
23314,23
23315,0
23316,0
23317,0
23318,55
23319,76
23320,99
23321,3254
23322,349
23323,4
23324,7
23325,533
23326,382
23327,2016
23328,726
23329,11797
23330,18
23331,353
23332,107
23333,2492
23334,6319
23335,5678
23336,2567
23337,327
23338,1737
23339,4899
23340,268
23341,197
23342,130
23343,328
23344,692
23345,37
23346,384
23347,56
23348,161
23349,428
23350,0
23351,0
23352,0
23353,1
23354,1
23355,0
23356,3148
23357,3092
23358,2
23359,291
23360,7
23361,655
23362,38
23363,0
23364,21
23365,17
23366,64
23367,68
23368,124
23369,2955
23370,313
23371,1
23372,7
23373,484
23374,313
23375,2017
23376,294
23377,8084
23378,39
23379,333
23380,12
23381,1065
23382,4473
23383,3426
23384,2587
23385,154
23386,153
23387,2916
23388,22
23389,358
23390,74
23391,72
23392,510
23393,6
23394,4732
23395,19
23396,94
