,State,Offense_Year,Offense_Type,Offense_Count
10280,ID,2015,drug_poss_m,4178
10281,ID,2015,drug_poss_opium,380
10282,ID,2015,drug_poss_other,2704
10283,ID,2015,drug_poss_subtotal,7461
10284,ID,2015,drug_poss_synthetic,199
10285,ID,2015,drug_sales_m,220
10286,ID,2015,drug_sales_opium,106
10287,ID,2015,drug_sales_other,312
10288,ID,2015,drug_sales_subtotal,671
10289,ID,2015,drug_sales_synthetic,33
10290,ID,2015,drunkness,291
10291,ID,2015,embezzlement,49
10292,ID,2015,forgery,118
10293,ID,2015,fraud,369
10294,ID,2015,g_all,0
10295,ID,2015,g_b,0
10296,ID,2015,g_n,0
10297,ID,2015,g_t,0
10298,ID,2015,ht_c_s_a,0
10299,ID,2015,ht_i_s,0
10300,ID,2015,larceny,5427
10301,ID,2015,liquor,2205
10302,ID,2015,manslaughter,6
10303,ID,2015,mvt,219
10304,ID,2015,murder,19
10305,ID,2015,offense_family,861
10306,ID,2015,prostitution,19
10307,ID,2015,prostitution_a_p_p,0
10308,ID,2015,prostitution_p,0
10309,ID,2015,prostitution_p_p,0
10310,ID,2015,rape,122
10311,ID,2015,robbery,111
10312,ID,2015,sex_offense,238
10313,ID,2015,simple_assault,5161
10314,ID,2015,stolen_property,302
10315,ID,2015,suspicion,0
10316,ID,2015,vagrancy,14
10317,ID,2015,vandalism,1023
10318,ID,2015,weapons,359
10319,ID,2015,data_year,2015
10320,ID,2016,aggravated_assault,1317
10321,ID,2016,all_other_offenses,21649
10322,ID,2016,arson,48
10323,ID,2016,burglary,917
10324,ID,2016,curfew,81
10325,ID,2016,disorderly,1627
10326,ID,2016,driving,7208
10327,ID,2016,drug_abuse_gt,9428
10328,ID,2016,drug_poss_m,4760
10329,ID,2016,drug_poss_opium,593
10330,ID,2016,drug_poss_other,3125
10331,ID,2016,drug_poss_subtotal,8625
10332,ID,2016,drug_poss_synthetic,147
10333,ID,2016,drug_sales_m,199
10334,ID,2016,drug_sales_opium,132
10335,ID,2016,drug_sales_other,287
10336,ID,2016,drug_sales_subtotal,627
10337,ID,2016,drug_sales_synthetic,9
10338,ID,2016,drunkness,269
10339,ID,2016,embezzlement,50
10340,ID,2016,forgery,134
10341,ID,2016,fraud,328
10342,ID,2016,g_all,0
10343,ID,2016,g_b,0
10344,ID,2016,g_n,0
10345,ID,2016,g_t,0
10346,ID,2016,ht_c_s_a,0
10347,ID,2016,ht_i_s,0
10348,ID,2016,larceny,4693
10349,ID,2016,liquor,1516
10350,ID,2016,manslaughter,1
10351,ID,2016,mvt,222
10352,ID,2016,murder,26
10353,ID,2016,offense_family,839
10354,ID,2016,prostitution,20
10355,ID,2016,prostitution_a_p_p,0
10356,ID,2016,prostitution_p,0
10357,ID,2016,prostitution_p_p,0
10358,ID,2016,rape,130
10359,ID,2016,robbery,89
10360,ID,2016,sex_offense,233
10361,ID,2016,simple_assault,4942
10362,ID,2016,stolen_property,272
10363,ID,2016,suspicion,0
10364,ID,2016,vagrancy,10
10365,ID,2016,vandalism,884
10366,ID,2016,weapons,366
10367,ID,2016,data_year,2016
10368,ID,2017,aggravated_assault,1425
10369,ID,2017,all_other_offenses,23638
10370,ID,2017,arson,53
10371,ID,2017,burglary,952
10372,ID,2017,curfew,143
10373,ID,2017,disorderly,1828
10374,ID,2017,driving,7350
10375,ID,2017,drug_abuse_gt,11001
10376,ID,2017,drug_poss_m,5311
10377,ID,2017,drug_poss_opium,824
10378,ID,2017,drug_poss_other,3742
10379,ID,2017,drug_poss_subtotal,10099
10380,ID,2017,drug_poss_synthetic,222
10381,ID,2017,drug_sales_m,271
10382,ID,2017,drug_sales_opium,139
10383,ID,2017,drug_sales_other,328
10384,ID,2017,drug_sales_subtotal,749
10385,ID,2017,drug_sales_synthetic,11
10386,ID,2017,drunkness,616
10387,ID,2017,embezzlement,50
10388,ID,2017,forgery,147
10389,ID,2017,fraud,326
10390,ID,2017,g_all,0
10391,ID,2017,g_b,0
10392,ID,2017,g_n,0
10393,ID,2017,g_t,0
10394,ID,2017,ht_c_s_a,0
10395,ID,2017,ht_i_s,0
10396,ID,2017,larceny,4606
10397,ID,2017,liquor,1198
10398,ID,2017,manslaughter,5
10399,ID,2017,mvt,246
10400,ID,2017,murder,20
10401,ID,2017,offense_family,749
10402,ID,2017,prostitution,17
10403,ID,2017,prostitution_a_p_p,0
10404,ID,2017,prostitution_p,17
10405,ID,2017,prostitution_p_p,0
10406,ID,2017,rape,159
10407,ID,2017,robbery,77
10408,ID,2017,sex_offense,213
10409,ID,2017,simple_assault,5085
10410,ID,2017,stolen_property,233
10411,ID,2017,suspicion,6
10412,ID,2017,vagrancy,16
10413,ID,2017,vandalism,899
10414,ID,2017,weapons,334
10415,ID,2017,data_year,2017
10416,IL,2000,aggravated_assault,6164
10417,IL,2000,all_other_offenses,41418
10418,IL,2000,arson,221
10419,IL,2000,burglary,4119
10420,IL,2000,curfew,0
10421,IL,2000,disorderly,38268
10422,IL,2000,driving,0
10423,IL,2000,drug_abuse_gt,58697
10424,IL,2000,drug_poss_m,0
10425,IL,2000,drug_poss_opium,0
10426,IL,2000,drug_poss_other,0
10427,IL,2000,drug_poss_subtotal,0
10428,IL,2000,drug_poss_synthetic,0
10429,IL,2000,drug_sales_m,0
10430,IL,2000,drug_sales_opium,0
10431,IL,2000,drug_sales_other,0
10432,IL,2000,drug_sales_subtotal,0
10433,IL,2000,drug_sales_synthetic,0
10434,IL,2000,drunkness,0
10435,IL,2000,embezzlement,0
10436,IL,2000,forgery,22
10437,IL,2000,fraud,5730
10438,IL,2000,g_all,0
10439,IL,2000,g_b,0
10440,IL,2000,g_n,0
10441,IL,2000,g_t,1845
10442,IL,2000,ht_c_s_a,0
10443,IL,2000,ht_i_s,0
10444,IL,2000,larceny,25309
10445,IL,2000,liquor,804
10446,IL,2000,manslaughter,29
10447,IL,2000,mvt,11301
10448,IL,2000,murder,531
10449,IL,2000,offense_family,710
10450,IL,2000,prostitution,7090
10451,IL,2000,prostitution_a_p_p,0
10452,IL,2000,prostitution_p,0
10453,IL,2000,prostitution_p_p,0
10454,IL,2000,rape,627
10455,IL,2000,robbery,2995
10456,IL,2000,sex_offense,2472
10457,IL,2000,simple_assault,33794
10458,IL,2000,stolen_property,0
10459,IL,2000,suspicion,0
10460,IL,2000,vagrancy,0
10461,IL,2000,vandalism,6483
10462,IL,2000,weapons,5367
10463,IL,2000,data_year,2000
10464,IL,2001,aggravated_assault,6175
10465,IL,2001,all_other_offenses,35211
10466,IL,2001,arson,222
10467,IL,2001,burglary,3570
10468,IL,2001,curfew,0
10469,IL,2001,disorderly,17032
10470,IL,2001,driving,6820
10471,IL,2001,drug_abuse_gt,57473
10472,IL,2001,drug_poss_m,0
10473,IL,2001,drug_poss_opium,0
10474,IL,2001,drug_poss_other,0
10475,IL,2001,drug_poss_subtotal,0
10476,IL,2001,drug_poss_synthetic,0
10477,IL,2001,drug_sales_m,0
10478,IL,2001,drug_sales_opium,0
10479,IL,2001,drug_sales_other,0
10480,IL,2001,drug_sales_subtotal,0
10481,IL,2001,drug_sales_synthetic,0
10482,IL,2001,drunkness,0
10483,IL,2001,embezzlement,0
10484,IL,2001,forgery,72
10485,IL,2001,fraud,3010
10486,IL,2001,g_all,0
10487,IL,2001,g_b,0
10488,IL,2001,g_n,0
10489,IL,2001,g_t,2086
10490,IL,2001,ht_c_s_a,0
10491,IL,2001,ht_i_s,0
10492,IL,2001,larceny,23939
10493,IL,2001,liquor,987
10494,IL,2001,manslaughter,56
10495,IL,2001,mvt,10687
10496,IL,2001,murder,558
10497,IL,2001,offense_family,551
10498,IL,2001,prostitution,6097
10499,IL,2001,prostitution_a_p_p,0
10500,IL,2001,prostitution_p,0
10501,IL,2001,prostitution_p_p,0
10502,IL,2001,rape,703
10503,IL,2001,robbery,3168
10504,IL,2001,sex_offense,2134
10505,IL,2001,simple_assault,32866
10506,IL,2001,stolen_property,0
10507,IL,2001,suspicion,0
10508,IL,2001,vagrancy,0
10509,IL,2001,vandalism,5815
10510,IL,2001,weapons,5533
10511,IL,2001,data_year,2001
10512,IL,2002,aggravated_assault,5740
10513,IL,2002,all_other_offenses,23662
10514,IL,2002,arson,181
10515,IL,2002,burglary,3395
10516,IL,2002,curfew,0
10517,IL,2002,disorderly,19215
10518,IL,2002,driving,5910
10519,IL,2002,drug_abuse_gt,54205
10520,IL,2002,drug_poss_m,0
10521,IL,2002,drug_poss_opium,0
10522,IL,2002,drug_poss_other,0
10523,IL,2002,drug_poss_subtotal,0
10524,IL,2002,drug_poss_synthetic,0
10525,IL,2002,drug_sales_m,0
10526,IL,2002,drug_sales_opium,0
10527,IL,2002,drug_sales_other,0
10528,IL,2002,drug_sales_subtotal,0
10529,IL,2002,drug_sales_synthetic,0
10530,IL,2002,drunkness,0
10531,IL,2002,embezzlement,0
10532,IL,2002,forgery,233
10533,IL,2002,fraud,2146
10534,IL,2002,g_all,0
10535,IL,2002,g_b,0
10536,IL,2002,g_n,0
10537,IL,2002,g_t,2317
10538,IL,2002,ht_c_s_a,0
10539,IL,2002,ht_i_s,0
10540,IL,2002,larceny,18487
10541,IL,2002,liquor,1050
10542,IL,2002,manslaughter,19
10543,IL,2002,mvt,9542
10544,IL,2002,murder,520
10545,IL,2002,offense_family,434
10546,IL,2002,prostitution,5584
10547,IL,2002,prostitution_a_p_p,0
10548,IL,2002,prostitution_p,0
10549,IL,2002,prostitution_p_p,0
10550,IL,2002,rape,630
10551,IL,2002,robbery,2995
10552,IL,2002,sex_offense,2108
10553,IL,2002,simple_assault,30809
10554,IL,2002,stolen_property,0
10555,IL,2002,suspicion,0
10556,IL,2002,vagrancy,0
10557,IL,2002,vandalism,5225
10558,IL,2002,weapons,5046
10559,IL,2002,data_year,2002
10560,IL,2003,aggravated_assault,5586
10561,IL,2003,all_other_offenses,25195
10562,IL,2003,arson,140
10563,IL,2003,burglary,3325
10564,IL,2003,curfew,0
10565,IL,2003,disorderly,20126
10566,IL,2003,driving,5967
10567,IL,2003,drug_abuse_gt,55793
10568,IL,2003,drug_poss_m,0
10569,IL,2003,drug_poss_opium,0
10570,IL,2003,drug_poss_other,0
10571,IL,2003,drug_poss_subtotal,0
10572,IL,2003,drug_poss_synthetic,0
10573,IL,2003,drug_sales_m,0
10574,IL,2003,drug_sales_opium,0
10575,IL,2003,drug_sales_other,0
10576,IL,2003,drug_sales_subtotal,0
10577,IL,2003,drug_sales_synthetic,0
10578,IL,2003,drunkness,0
10579,IL,2003,embezzlement,0
10580,IL,2003,forgery,258
10581,IL,2003,fraud,1962
10582,IL,2003,g_all,0
10583,IL,2003,g_b,0
10584,IL,2003,g_n,0
10585,IL,2003,g_t,2662
10586,IL,2003,ht_c_s_a,0
10587,IL,2003,ht_i_s,0
10588,IL,2003,larceny,17244
10589,IL,2003,liquor,1018
10590,IL,2003,manslaughter,28
10591,IL,2003,mvt,8402
10592,IL,2003,murder,472
10593,IL,2003,offense_family,397
10594,IL,2003,prostitution,5522
10595,IL,2003,prostitution_a_p_p,0
10596,IL,2003,prostitution_p,0
10597,IL,2003,prostitution_p_p,0
10598,IL,2003,rape,603
10599,IL,2003,robbery,2909
10600,IL,2003,sex_offense,2118
10601,IL,2003,simple_assault,29059
10602,IL,2003,stolen_property,0
10603,IL,2003,suspicion,0
10604,IL,2003,vagrancy,0
10605,IL,2003,vandalism,4401
10606,IL,2003,weapons,4824
10607,IL,2003,data_year,2003
10608,IL,2004,aggravated_assault,5617
10609,IL,2004,all_other_offenses,27539
10610,IL,2004,arson,138
10611,IL,2004,burglary,2988
10612,IL,2004,curfew,0
10613,IL,2004,disorderly,18626
10614,IL,2004,driving,5994
10615,IL,2004,drug_abuse_gt,59054
10616,IL,2004,drug_poss_m,0
10617,IL,2004,drug_poss_opium,0
10618,IL,2004,drug_poss_other,0
10619,IL,2004,drug_poss_subtotal,0
10620,IL,2004,drug_poss_synthetic,0
10621,IL,2004,drug_sales_m,0
10622,IL,2004,drug_sales_opium,0
10623,IL,2004,drug_sales_other,0
10624,IL,2004,drug_sales_subtotal,0
10625,IL,2004,drug_sales_synthetic,0
10626,IL,2004,drunkness,0
10627,IL,2004,embezzlement,0
10628,IL,2004,forgery,222
10629,IL,2004,fraud,1702
10630,IL,2004,g_all,0
10631,IL,2004,g_b,0
10632,IL,2004,g_n,0
10633,IL,2004,g_t,2828
10634,IL,2004,ht_c_s_a,0
10635,IL,2004,ht_i_s,0
10636,IL,2004,larceny,16080
10637,IL,2004,liquor,970
10638,IL,2004,manslaughter,15
10639,IL,2004,mvt,7409
10640,IL,2004,murder,433
10641,IL,2004,offense_family,336
10642,IL,2004,prostitution,6060
10643,IL,2004,prostitution_a_p_p,0
10644,IL,2004,prostitution_p,0
10645,IL,2004,prostitution_p_p,0
10646,IL,2004,rape,561
10647,IL,2004,robbery,2914
10648,IL,2004,sex_offense,2144
10649,IL,2004,simple_assault,29516
10650,IL,2004,stolen_property,0
10651,IL,2004,suspicion,0
10652,IL,2004,vagrancy,0
10653,IL,2004,vandalism,4499
10654,IL,2004,weapons,4817
10655,IL,2004,data_year,2004
10656,IL,2005,aggravated_assault,5687
10657,IL,2005,all_other_offenses,28818
10658,IL,2005,arson,133
10659,IL,2005,burglary,2809
10660,IL,2005,curfew,0
10661,IL,2005,disorderly,19223
10662,IL,2005,driving,6045
10663,IL,2005,drug_abuse_gt,58093
10664,IL,2005,drug_poss_m,0
10665,IL,2005,drug_poss_opium,0
10666,IL,2005,drug_poss_other,0
10667,IL,2005,drug_poss_subtotal,0
10668,IL,2005,drug_poss_synthetic,0
10669,IL,2005,drug_sales_m,0
10670,IL,2005,drug_sales_opium,0
10671,IL,2005,drug_sales_other,0
10672,IL,2005,drug_sales_subtotal,0
10673,IL,2005,drug_sales_synthetic,0
10674,IL,2005,drunkness,0
10675,IL,2005,embezzlement,0
10676,IL,2005,forgery,213
10677,IL,2005,fraud,1663
10678,IL,2005,g_all,0
10679,IL,2005,g_b,0
10680,IL,2005,g_n,0
10681,IL,2005,g_t,3069
10682,IL,2005,ht_c_s_a,0
10683,IL,2005,ht_i_s,0
10684,IL,2005,larceny,14896
10685,IL,2005,liquor,880
10686,IL,2005,manslaughter,20
10687,IL,2005,mvt,7011
10688,IL,2005,murder,383
10689,IL,2005,offense_family,358
10690,IL,2005,prostitution,4931
10691,IL,2005,prostitution_a_p_p,0
10692,IL,2005,prostitution_p,0
10693,IL,2005,prostitution_p_p,0
10694,IL,2005,rape,543
10695,IL,2005,robbery,3081
10696,IL,2005,sex_offense,1552
10697,IL,2005,simple_assault,27858
10698,IL,2005,stolen_property,0
10699,IL,2005,suspicion,0
10700,IL,2005,vagrancy,0
10701,IL,2005,vandalism,5130
10702,IL,2005,weapons,4502
10703,IL,2005,data_year,2005
10704,IL,2006,aggravated_assault,5250
10705,IL,2006,all_other_offenses,30431
10706,IL,2006,arson,105
10707,IL,2006,burglary,2981
10708,IL,2006,curfew,706
10709,IL,2006,disorderly,21512
10710,IL,2006,driving,5961
10711,IL,2006,drug_abuse_gt,57477
10712,IL,2006,drug_poss_m,491
10713,IL,2006,drug_poss_opium,330
10714,IL,2006,drug_poss_other,20
10715,IL,2006,drug_poss_subtotal,851
10716,IL,2006,drug_poss_synthetic,10
10717,IL,2006,drug_sales_m,99
10718,IL,2006,drug_sales_opium,119
10719,IL,2006,drug_sales_other,4
10720,IL,2006,drug_sales_subtotal,222
10721,IL,2006,drug_sales_synthetic,0
10722,IL,2006,drunkness,0
10723,IL,2006,embezzlement,0
10724,IL,2006,forgery,321
10725,IL,2006,fraud,1295
10726,IL,2006,g_all,0
10727,IL,2006,g_b,0
10728,IL,2006,g_n,0
10729,IL,2006,g_t,3882
10730,IL,2006,ht_c_s_a,0
10731,IL,2006,ht_i_s,0
10732,IL,2006,larceny,14567
10733,IL,2006,liquor,1536
10734,IL,2006,manslaughter,26
10735,IL,2006,mvt,5785
10736,IL,2006,murder,320
10737,IL,2006,offense_family,424
10738,IL,2006,prostitution,4732
10739,IL,2006,prostitution_a_p_p,0
10740,IL,2006,prostitution_p,0
10741,IL,2006,prostitution_p_p,0
10742,IL,2006,rape,14
10743,IL,2006,robbery,3317
10744,IL,2006,sex_offense,944
10745,IL,2006,simple_assault,27823
10746,IL,2006,stolen_property,87
10747,IL,2006,suspicion,0
10748,IL,2006,vagrancy,179
10749,IL,2006,vandalism,5732
10750,IL,2006,weapons,4095
10751,IL,2006,data_year,2006
10752,IL,2007,aggravated_assault,5002
10753,IL,2007,all_other_offenses,26208
10754,IL,2007,arson,110
10755,IL,2007,burglary,2934
10756,IL,2007,curfew,861
10757,IL,2007,disorderly,22272
10758,IL,2007,driving,5614
10759,IL,2007,drug_abuse_gt,55115
10760,IL,2007,drug_poss_m,542
10761,IL,2007,drug_poss_opium,312
10762,IL,2007,drug_poss_other,27
10763,IL,2007,drug_poss_subtotal,893
10764,IL,2007,drug_poss_synthetic,12
10765,IL,2007,drug_sales_m,75
10766,IL,2007,drug_sales_opium,108
10767,IL,2007,drug_sales_other,4
10768,IL,2007,drug_sales_subtotal,192
10769,IL,2007,drug_sales_synthetic,5
10770,IL,2007,drunkness,0
10771,IL,2007,embezzlement,1
10772,IL,2007,forgery,490
10773,IL,2007,fraud,1318
10774,IL,2007,g_all,0
10775,IL,2007,g_b,0
10776,IL,2007,g_n,0
10777,IL,2007,g_t,4194
10778,IL,2007,ht_c_s_a,0
10779,IL,2007,ht_i_s,0
10780,IL,2007,larceny,13881
10781,IL,2007,liquor,1672
10782,IL,2007,manslaughter,14
10783,IL,2007,mvt,5129
10784,IL,2007,murder,373
10785,IL,2007,offense_family,433
10786,IL,2007,prostitution,4047
10787,IL,2007,prostitution_a_p_p,0
10788,IL,2007,prostitution_p,0
10789,IL,2007,prostitution_p_p,0
10790,IL,2007,rape,517
10791,IL,2007,robbery,2889
10792,IL,2007,sex_offense,1188
10793,IL,2007,simple_assault,27535
10794,IL,2007,stolen_property,80
10795,IL,2007,suspicion,0
10796,IL,2007,vagrancy,76
10797,IL,2007,vandalism,5456
10798,IL,2007,weapons,3735
10799,IL,2007,data_year,2007
10800,IL,2008,aggravated_assault,4968
10801,IL,2008,all_other_offenses,24915
10802,IL,2008,arson,75
10803,IL,2008,burglary,2885
10804,IL,2008,curfew,552
10805,IL,2008,disorderly,17942
10806,IL,2008,driving,4904
10807,IL,2008,drug_abuse_gt,45588
10808,IL,2008,drug_poss_m,348
10809,IL,2008,drug_poss_opium,190
10810,IL,2008,drug_poss_other,39
10811,IL,2008,drug_poss_subtotal,584
10812,IL,2008,drug_poss_synthetic,7
10813,IL,2008,drug_sales_m,35
10814,IL,2008,drug_sales_opium,85
10815,IL,2008,drug_sales_other,6
10816,IL,2008,drug_sales_subtotal,128
10817,IL,2008,drug_sales_synthetic,2
10818,IL,2008,drunkness,0
10819,IL,2008,embezzlement,2
10820,IL,2008,forgery,342
10821,IL,2008,fraud,332
10822,IL,2008,g_all,0
10823,IL,2008,g_b,0
10824,IL,2008,g_n,0
10825,IL,2008,g_t,3604
10826,IL,2008,ht_c_s_a,0
10827,IL,2008,ht_i_s,0
10828,IL,2008,larceny,15865
10829,IL,2008,liquor,1317
10830,IL,2008,manslaughter,13
10831,IL,2008,mvt,4514
10832,IL,2008,murder,364
10833,IL,2008,offense_family,363
10834,IL,2008,prostitution,3612
10835,IL,2008,prostitution_a_p_p,0
10836,IL,2008,prostitution_p,0
10837,IL,2008,prostitution_p_p,0
10838,IL,2008,rape,452
10839,IL,2008,robbery,2922
10840,IL,2008,sex_offense,965
10841,IL,2008,simple_assault,26393
10842,IL,2008,stolen_property,56
10843,IL,2008,suspicion,0
10844,IL,2008,vagrancy,11
10845,IL,2008,vandalism,5174
10846,IL,2008,weapons,4117
10847,IL,2008,data_year,2008
10848,IL,2009,aggravated_assault,4584
10849,IL,2009,all_other_offenses,21904
10850,IL,2009,arson,71
10851,IL,2009,burglary,3025
10852,IL,2009,curfew,488
10853,IL,2009,disorderly,14961
10854,IL,2009,driving,4237
10855,IL,2009,drug_abuse_gt,43518
10856,IL,2009,drug_poss_m,401
10857,IL,2009,drug_poss_opium,203
10858,IL,2009,drug_poss_other,25
10859,IL,2009,drug_poss_subtotal,648
10860,IL,2009,drug_poss_synthetic,19
10861,IL,2009,drug_sales_m,49
10862,IL,2009,drug_sales_opium,48
10863,IL,2009,drug_sales_other,1
10864,IL,2009,drug_sales_subtotal,100
10865,IL,2009,drug_sales_synthetic,2
10866,IL,2009,drunkness,0
10867,IL,2009,embezzlement,2
10868,IL,2009,forgery,318
10869,IL,2009,fraud,323
10870,IL,2009,g_all,0
10871,IL,2009,g_b,0
10872,IL,2009,g_n,0
10873,IL,2009,g_t,3046
10874,IL,2009,ht_c_s_a,0
10875,IL,2009,ht_i_s,0
10876,IL,2009,larceny,15222
10877,IL,2009,liquor,1288
10878,IL,2009,manslaughter,14
10879,IL,2009,mvt,3832
10880,IL,2009,murder,382
10881,IL,2009,offense_family,343
10882,IL,2009,prostitution,3471
10883,IL,2009,prostitution_a_p_p,0
10884,IL,2009,prostitution_p,0
10885,IL,2009,prostitution_p_p,0
10886,IL,2009,rape,464
10887,IL,2009,robbery,2877
10888,IL,2009,sex_offense,831
10889,IL,2009,simple_assault,22906
10890,IL,2009,stolen_property,53
10891,IL,2009,suspicion,0
10892,IL,2009,vagrancy,105
10893,IL,2009,vandalism,4635
10894,IL,2009,weapons,4171
10895,IL,2009,data_year,2009
10896,IL,2010,aggravated_assault,4270
10897,IL,2010,all_other_offenses,19784
10898,IL,2010,arson,59
10899,IL,2010,burglary,2719
10900,IL,2010,curfew,285
10901,IL,2010,disorderly,13992
10902,IL,2010,driving,3952
10903,IL,2010,drug_abuse_gt,42925
10904,IL,2010,drug_poss_m,370
10905,IL,2010,drug_poss_opium,145
10906,IL,2010,drug_poss_other,20
10907,IL,2010,drug_poss_subtotal,547
10908,IL,2010,drug_poss_synthetic,12
10909,IL,2010,drug_sales_m,47
10910,IL,2010,drug_sales_opium,60
10911,IL,2010,drug_sales_other,5
10912,IL,2010,drug_sales_subtotal,115
10913,IL,2010,drug_sales_synthetic,3
10914,IL,2010,drunkness,0
10915,IL,2010,embezzlement,1
10916,IL,2010,forgery,246
10917,IL,2010,fraud,283
10918,IL,2010,g_all,0
10919,IL,2010,g_b,0
10920,IL,2010,g_n,0
10921,IL,2010,g_t,3059
10922,IL,2010,ht_c_s_a,0
10923,IL,2010,ht_i_s,0
10924,IL,2010,larceny,13171
10925,IL,2010,liquor,1253
10926,IL,2010,manslaughter,9
10927,IL,2010,mvt,3118
10928,IL,2010,murder,266
10929,IL,2010,offense_family,377
10930,IL,2010,prostitution,2525
10931,IL,2010,prostitution_a_p_p,0
10932,IL,2010,prostitution_p,0
10933,IL,2010,prostitution_p_p,0
10934,IL,2010,rape,434
10935,IL,2010,robbery,2600
10936,IL,2010,sex_offense,700
10937,IL,2010,simple_assault,21390
10938,IL,2010,stolen_property,47
10939,IL,2010,suspicion,0
10940,IL,2010,vagrancy,141
10941,IL,2010,vandalism,4039
10942,IL,2010,weapons,3932
10943,IL,2010,data_year,2010
10944,IL,2011,aggravated_assault,3734
10945,IL,2011,all_other_offenses,18430
10946,IL,2011,arson,61
10947,IL,2011,burglary,2565
10948,IL,2011,curfew,228
10949,IL,2011,disorderly,11050
10950,IL,2011,driving,3621
10951,IL,2011,drug_abuse_gt,38688
10952,IL,2011,drug_poss_m,323
10953,IL,2011,drug_poss_opium,141
10954,IL,2011,drug_poss_other,16
10955,IL,2011,drug_poss_subtotal,493
10956,IL,2011,drug_poss_synthetic,13
10957,IL,2011,drug_sales_m,61
10958,IL,2011,drug_sales_opium,53
10959,IL,2011,drug_sales_other,12
10960,IL,2011,drug_sales_subtotal,126
10961,IL,2011,drug_sales_synthetic,0
10962,IL,2011,drunkness,0
10963,IL,2011,embezzlement,0
10964,IL,2011,forgery,222
10965,IL,2011,fraud,235
10966,IL,2011,g_all,0
10967,IL,2011,g_b,0
10968,IL,2011,g_n,0
10969,IL,2011,g_t,2429
10970,IL,2011,ht_c_s_a,0
10971,IL,2011,ht_i_s,0
10972,IL,2011,larceny,13668
10973,IL,2011,liquor,1062
10974,IL,2011,manslaughter,5
10975,IL,2011,mvt,2610
10976,IL,2011,murder,291
10977,IL,2011,offense_family,350
10978,IL,2011,prostitution,2431
10979,IL,2011,prostitution_a_p_p,0
10980,IL,2011,prostitution_p,0
10981,IL,2011,prostitution_p_p,0
10982,IL,2011,rape,409
10983,IL,2011,robbery,2527
10984,IL,2011,sex_offense,609
10985,IL,2011,simple_assault,19718
10986,IL,2011,stolen_property,83
10987,IL,2011,suspicion,0
10988,IL,2011,vagrancy,110
10989,IL,2011,vandalism,3901
10990,IL,2011,weapons,3944
10991,IL,2011,data_year,2011
10992,IL,2012,aggravated_assault,3567
10993,IL,2012,all_other_offenses,17177
10994,IL,2012,arson,67
10995,IL,2012,burglary,2336
10996,IL,2012,curfew,148
10997,IL,2012,disorderly,10611
10998,IL,2012,driving,4188
10999,IL,2012,drug_abuse_gt,35699
11000,IL,2012,drug_poss_m,361
11001,IL,2012,drug_poss_opium,107
11002,IL,2012,drug_poss_other,10
11003,IL,2012,drug_poss_subtotal,483
11004,IL,2012,drug_poss_synthetic,5
11005,IL,2012,drug_sales_m,44
11006,IL,2012,drug_sales_opium,65
11007,IL,2012,drug_sales_other,3
11008,IL,2012,drug_sales_subtotal,113
11009,IL,2012,drug_sales_synthetic,1
11010,IL,2012,drunkness,0
11011,IL,2012,embezzlement,1
11012,IL,2012,forgery,174
11013,IL,2012,fraud,221
11014,IL,2012,g_all,0
11015,IL,2012,g_b,0
11016,IL,2012,g_n,0
11017,IL,2012,g_t,2467
11018,IL,2012,ht_c_s_a,0
11019,IL,2012,ht_i_s,0
11020,IL,2012,larceny,13578
11021,IL,2012,liquor,913
11022,IL,2012,manslaughter,16
11023,IL,2012,mvt,2387
11024,IL,2012,murder,323
11025,IL,2012,offense_family,319
11026,IL,2012,prostitution,2148
11027,IL,2012,prostitution_a_p_p,0
11028,IL,2012,prostitution_p,0
11029,IL,2012,prostitution_p_p,0
11030,IL,2012,rape,383
11031,IL,2012,robbery,2457
11032,IL,2012,sex_offense,549
11033,IL,2012,simple_assault,18273
11034,IL,2012,stolen_property,91
11035,IL,2012,suspicion,0
11036,IL,2012,vagrancy,54
11037,IL,2012,vandalism,3506
11038,IL,2012,weapons,3995
11039,IL,2012,data_year,2012
11040,IL,2013,aggravated_assault,3151
11041,IL,2013,all_other_offenses,17647
11042,IL,2013,arson,58
11043,IL,2013,burglary,1928
11044,IL,2013,curfew,162
11045,IL,2013,disorderly,11626
11046,IL,2013,driving,3861
11047,IL,2013,drug_abuse_gt,34982
11048,IL,2013,drug_poss_m,309
11049,IL,2013,drug_poss_opium,116
11050,IL,2013,drug_poss_other,17
11051,IL,2013,drug_poss_subtotal,455
11052,IL,2013,drug_poss_synthetic,13
11053,IL,2013,drug_sales_m,45
11054,IL,2013,drug_sales_opium,57
11055,IL,2013,drug_sales_other,2
11056,IL,2013,drug_sales_subtotal,104
11057,IL,2013,drug_sales_synthetic,0
11058,IL,2013,drunkness,0
11059,IL,2013,embezzlement,1
11060,IL,2013,forgery,188
11061,IL,2013,fraud,200
11062,IL,2013,g_all,0
11063,IL,2013,g_b,0
11064,IL,2013,g_n,0
11065,IL,2013,g_t,2019
11066,IL,2013,ht_c_s_a,0
11067,IL,2013,ht_i_s,0
11068,IL,2013,larceny,12287
11069,IL,2013,liquor,613
11070,IL,2013,manslaughter,11
11071,IL,2013,mvt,2487
11072,IL,2013,murder,363
11073,IL,2013,offense_family,307
11074,IL,2013,prostitution,1417
11075,IL,2013,prostitution_a_p_p,0
11076,IL,2013,prostitution_p,0
